TransactionID,CustomerID,Product,TransactionDate,Amount,FirstName,LastName,Email,SignupDate,MonthlyIncome
34,34,TV Plan,2021-08-31,60.0,Hannah,Rivera,hannah.rivera@example.com,2019-06-12 00:00:00,4900.0
35,35,Internet Plan,2021-12-09,50.0,Ian,Scott,ian.scott@example.com,2021-04-22,5000.0
35,35,Internet Plan,2021-12-09,50.0,Joshua,Adams,joshua.adams@example.com,2019-05-04,4000.0
35,35,Internet Plan,2021-12-09,50.0,Ian,Cooper,ian.cooper@example.com,2021-04-15 00:00:00,5000.0
36,36,Phone Plan,2022-01-20,30.0,Jenna,Green,jenna.green@example.com,2017-10-03,4800.0
36,36,Phone Plan,2022-01-20,30.0,Laura,Nelson,laura.nelson@example.com,2018-12-23,3700.0
36,36,Phone Plan,2022-01-20,30.0,Julia,Richardson,julia.richardson@example.com,2017-10-08 00:00:00,4800.0
37,37,TV Plan,2021-09-03,70.0,Kyle,Baker,kyle.baker@example.com,2018-06-29,4700.0
37,37,TV Plan,2021-09-03,70.0,Kevin,Hill,kevin.hill@example.com,2021-07-26,4300.0
37,37,TV Plan,2021-09-03,70.0,Kevin,Cox,kevin.cox@example.com,2018-11-14 00:00:00,4700.0
38,38,Internet Plan,2021-10-12,50.0,Liam,Adams,liam.adams@example.com,2019-12-18,5100.0
38,38,Internet Plan,2021-10-12,50.0,Amy,Ramirez,amy.ramirez@example.com,2020-04-11,4500.0
38,38,Internet Plan,2021-10-12,50.0,Laura,Howard,laura.howard@example.com,2019-03-20 00:00:00,5100.0
39,39,Phone Plan,2022-01-07,40.0,Megan,Nelson,megan.nelson@example.com,2020-08-11,5300.0
39,39,Phone Plan,2022-01-07,40.0,Brian,Campbell,brian.campbell@example.com,2019-09-02,3900.0
39,39,Phone Plan,2022-01-07,40.0,Mike,Ward,mike.ward@example.com,2020-07-24 00:00:00,5300.0
40,40,TV Plan,2021-11-24,60.0,Nathan,Carter,nathan.carter@example.com,2017-11-27,4500.0
40,40,TV Plan,2021-11-24,60.0,Angela,Mitchell,angela.mitchell@example.com,2018-06-14,4200.0
40,40,TV Plan,2021-11-24,60.0,Nina,Torres,nina.torres@example.com,2021-01-28 00:00:00,4600.0
41,41,Internet Plan,2021-07-25,50.0,Olivia,Mitchell,olivia.mitchell@example.com,2018-04-21,4700.0
41,41,Internet Plan,2021-07-25,50.0,Edward,Roberts,edward.roberts@example.com,2021-03-19,4100.0
41,41,Internet Plan,2021-07-25,50.0,Oscar,Peterson,oscar.peterson@example.com,2017-11-20 00:00:00,4800.0
42,42,Phone Plan,2022-02-15,30.0,Peter,Roberts,peter.roberts@example.com,2019-10-02,4900.0
42,42,Phone Plan,2022-02-15,30.0,Rebecca,Carter,rebecca.carter@example.com,2020-01-25,3500.0
42,42,Phone Plan,2022-02-15,30.0,Paula,Gray,paula.gray@example.com,2018-06-15 00:00:00,4900.0
43,43,TV Plan,2021-06-09,70.0,Quinn,Phillips,quinn.phillips@example.com,2021-01-17,5000.0
43,43,TV Plan,2021-06-09,70.0,Michelle,Phillips,michelle.phillips@example.com,2019-07-28,4400.0
43,43,TV Plan,2021-06-09,70.0,Quincy,Ramirez,quincy.ramirez@example.com,2019-09-22 00:00:00,5000.0
44,44,Internet Plan,2021-12-12,50.0,Rachel,Evans,rachel.evans@example.com,2017-05-29,4800.0
44,44,Internet Plan,2021-12-12,50.0,Jason,Parker,jason.parker@example.com,2018-03-11,4600.0
44,44,Internet Plan,2021-12-12,50.0,Rachel,James,rachel.james@example.com,2020-03-11 00:00:00,4800.0
45,45,Phone Plan,2022-01-18,40.0,Sean,Edwards,sean.edwards@example.com,2018-03-24,4700.0
45,45,Phone Plan,2022-01-18,40.0,Gary,Evans,gary.evans@example.com,2021-02-14,4200.0
45,45,Phone Plan,2022-01-18,40.0,Sam,Watson,sam.watson@example.com,2021-07-19 00:00:00,4700.0
46,46,TV Plan,2021-08-25,60.0,Tara,Collins,tara.collins@example.com,2019-07-22,5100.0
46,46,TV Plan,2021-08-25,60.0,Helen,Edwards,helen.edwards@example.com,2020-05-27,4000.0
46,46,TV Plan,2021-08-25,60.0,Tina,Brooks,tina.brooks@example.com,2017-04-17 00:00:00,5100.0
47,47,Internet Plan,2022-01-13,50.0,Uriel,Stewart,uriel.stewart@example.com,2020-02-28,5300.0
47,47,Internet Plan,2022-01-13,50.0,Scott,Collins,scott.collins@example.com,2019-12-04,3700.0
47,47,Internet Plan,2022-01-13,50.0,Uma,Kelly,uma.kelly@example.com,2018-05-19 00:00:00,5300.0
48,48,Phone Plan,2021-10-01,30.0,Vera,Sanchez,vera.sanchez@example.com,2017-08-19,4500.0
48,48,Phone Plan,2021-10-01,30.0,Sharon,Stewart,sharon.stewart@example.com,2018-09-25,4300.0
48,48,Phone Plan,2021-10-01,30.0,Victor,Sanders,victor.sanders@example.com,2019-08-21 00:00:00,4600.0
49,49,TV Plan,2021-09-19,70.0,Wyatt,Morris,wyatt.morris@example.com,2018-01-13,4700.0
49,49,TV Plan,2021-09-19,70.0,Eric,Sanchez,eric.sanchez@example.com,2021-06-30,4500.0
49,49,TV Plan,2021-09-19,70.0,Wendy,Price,wendy.price@example.com,2020-12-19 00:00:00,4800.0
50,50,Internet Plan,2022-02-10,50.0,Zoe,Rogers,zoe.rogers@example.com,2019-11-11,4900.0
50,50,Internet Plan,2022-02-10,50.0,Nancy,Morris,nancy.morris@example.com,2020-03-09,3900.0
50,50,Internet Plan,2022-02-10,50.0,Xander,Bennett,xander.bennett@example.com,2021-02-05 00:00:00,4900.0
1,1,Internet Plan,2022-01-10 00:00:00,55.0,Adam,Smith,adam.smith@example.com,2021-03-11,4500.0
1,1,Internet Plan,2022-01-10 00:00:00,55.0,Alice,Johnson,alice.johnson@example.com,2021-05-10,4000.0
1,1,Internet Plan,2022-01-10 00:00:00,55.0,Amelia,Smith,amelia.smith@example.com,2021-03-15 00:00:00,4600.0
2,2,Phone Plan,2022-02-15 00:00:00,35.0,Betty,Johnson,betty.johnson@example.com,2020-05-22,4800.0
2,2,Phone Plan,2022-02-15 00:00:00,35.0,Bob,Williams,bob.williams@example.com,2020-11-01,3500.0
2,2,Phone Plan,2022-02-15 00:00:00,35.0,Brian,Johnson,brian.johnson@example.com,2020-05-25 00:00:00,4800.0
3,3,TV Plan,2021-11-20 00:00:00,75.0,Charlie,Brown,charlie.brown@example.com,2019-07-14,5000.0
3,3,TV Plan,2021-11-20 00:00:00,75.0,Robert,Smith,robert.smith@example.com,2019-07-15,4500.0
3,3,TV Plan,2021-11-20 00:00:00,75.0,Clara,Brown,clara.brown@example.com,2019-07-20 00:00:00,5000.0
4,4,Internet Plan,2022-02-05 00:00:00,55.0,Daisy,Williams,daisy.williams@example.com,2021-01-25,5200.0
4,4,Internet Plan,2022-02-05 00:00:00,55.0,Mary,Davis,mary.davis@example.com,2018-12-30,3200.0
4,4,Internet Plan,2022-02-05 00:00:00,55.0,David,Davis,david.davis@example.com,2021-01-28 00:00:00,5200.0
5,5,Phone Plan,2021-09-12 00:00:00,45.0,Ethan,Jones,ethan.jones@example.com,2017-09-18,5300.0
5,5,Phone Plan,2021-09-12 00:00:00,45.0,James,Garcia,james.garcia@example.com,2022-01-18,4800.0
5,5,Phone Plan,2021-09-12 00:00:00,45.0,Ella,Wilson,ella.wilson@example.com,2017-09-22 00:00:00,5300.0
6,6,TV Plan,2021-10-11 00:00:00,65.0,Fiona,Miller,fiona.miller@example.com,2020-11-29,4700.0
6,6,TV Plan,2021-10-11 00:00:00,65.0,Jennifer,Martinez,jennifer.martinez@example.com,2021-03-05,4200.0
6,6,TV Plan,2021-10-11 00:00:00,65.0,Frank,Clark,frank.clark@example.com,2020-12-01 00:00:00,4700.0
7,7,Internet Plan,2021-08-21 00:00:00,55.0,George,Davis,george.davis@example.com,2016-05-23,5100.0
7,7,Internet Plan,2021-08-21 00:00:00,55.0,Patricia,Hernandez,patricia.hernandez@example.com,2020-06-23,3900.0
7,7,Internet Plan,2021-08-21 00:00:00,55.0,Grace,Lewis,grace.lewis@example.com,2016-06-10 00:00:00,5100.0
8,8,Phone Plan,2022-01-15 00:00:00,45.0,Holly,Garcia,holly.garcia@example.com,2018-03-17,4900.0
8,8,Phone Plan,2022-01-15 00:00:00,45.0,Linda,Lopez,linda.lopez@example.com,2019-10-12,3700.0
8,8,Phone Plan,2022-01-15 00:00:00,45.0,Henry,Walker,henry.walker@example.com,2018-04-25 00:00:00,4900.0
9,9,TV Plan,2021-07-18 00:00:00,75.0,Ian,Rodriguez,ian.rodriguez@example.com,2019-08-30,4500.0
9,9,TV Plan,2021-07-18 00:00:00,75.0,Michael,Gonzalez,michael.gonzalez@example.com,2018-05-17,4500.0
9,9,TV Plan,2021-07-18 00:00:00,75.0,Isla,Hall,isla.hall@example.com,2019-09-30 00:00:00,4600.0
10,10,Internet Plan,2022-02-09 00:00:00,55.0,Jane,Martinez,jane.martinez@example.com,2021-02-11,4700.0
10,10,Internet Plan,2022-02-09 00:00:00,55.0,Sarah,Wilson,sarah.wilson@example.com,2022-02-09,4300.0
10,10,Internet Plan,2022-02-09 00:00:00,55.0,Jack,Allen,jack.allen@example.com,2021-02-14 00:00:00,4800.0
11,11,Phone Plan,2021-05-22 00:00:00,35.0,Kyle,Hernandez,kyle.hernandez@example.com,2015-12-14,5000.0
11,11,Phone Plan,2021-05-22 00:00:00,35.0,David,Anderson,david.anderson@example.com,2021-07-11,4100.0
11,11,Phone Plan,2021-05-22 00:00:00,35.0,Kara,Young,kara.young@example.com,2015-12-24 00:00:00,5000.0
12,12,Internet Plan,2021-06-05 00:00:00,55.0,Laura,Lopez,laura.lopez@example.com,2018-06-26,4800.0
12,12,Internet Plan,2021-06-05 00:00:00,55.0,Richard,Thomas,richard.thomas@example.com,2020-03-29,3900.0
12,12,Internet Plan,2021-06-05 00:00:00,55.0,Leo,King,leo.king@example.com,2018-07-29 00:00:00,4800.0
13,13,TV Plan,2022-01-02 00:00:00,75.0,Mike,Gonzalez,mike.gonzalez@example.com,2019-04-19,4900.0
13,13,TV Plan,2022-01-02 00:00:00,75.0,Susan,Taylor,susan.taylor@example.com,2019-08-14,4000.0
13,13,TV Plan,2022-01-02 00:00:00,75.0,Mia,Scott,mia.scott@example.com,2019-05-19 00:00:00,4900.0
14,14,Phone Plan,2021-09-10 00:00:00,45.0,Nina,Wilson,nina.wilson@example.com,2020-10-12,5100.0
14,14,Phone Plan,2021-09-10 00:00:00,45.0,Joseph,Moore,joseph.moore@example.com,2018-01-27,3800.0
14,14,Phone Plan,2021-09-10 00:00:00,45.0,Noah,Green,noah.green@example.com,2020-11-12 00:00:00,5100.0
15,15,Internet Plan,2021-11-20 00:00:00,55.0,Oscar,Anderson,oscar.anderson@example.com,2017-01-20,5300.0
15,15,Internet Plan,2021-11-20 00:00:00,55.0,Karen,Jackson,karen.jackson@example.com,2021-09-05,4200.0
15,15,Internet Plan,2021-11-20 00:00:00,55.0,Olivia,Adams,olivia.adams@example.com,2017-01-27 00:00:00,5300.0
16,16,TV Plan,2022-02-11 00:00:00,65.0,Paula,Thomas,paula.thomas@example.com,2019-05-15,4500.0
16,16,TV Plan,2022-02-11 00:00:00,65.0,Thomas,Martin,thomas.martin@example.com,2020-12-15,4100.0
16,16,TV Plan,2022-02-11 00:00:00,65.0,Paul,Mitchell,paul.mitchell@example.com,2019-06-15 00:00:00,4600.0
17,17,Internet Plan,2021-04-15 00:00:00,55.0,Quincy,Taylor,quincy.taylor@example.com,2016-08-08,4700.0
17,17,Internet Plan,2021-04-15 00:00:00,55.0,Betty,Lee,betty.lee@example.com,2019-11-21,3500.0
17,17,Internet Plan,2021-04-15 00:00:00,55.0,Quinn,Roberts,quinn.roberts@example.com,2016-08-12 00:00:00,4800.0
18,18,Phone Plan,2021-12-05 00:00:00,35.0,Rachel,Moore,rachel.moore@example.com,2018-04-27,4900.0
18,18,Phone Plan,2021-12-05 00:00:00,35.0,Charles,Perez,charles.perez@example.com,2018-04-30,4400.0
18,18,Phone Plan,2021-12-05 00:00:00,35.0,Ruby,Phillips,ruby.phillips@example.com,2018-05-30 00:00:00,4900.0
19,19,TV Plan,2021-07-28 00:00:00,75.0,Sam,Jackson,sam.jackson@example.com,2021-03-03,5000.0
19,19,TV Plan,2021-07-28 00:00:00,75.0,Jessica,Thompson,jessica.thompson@example.com,2022-01-02,4600.0
19,19,TV Plan,2021-07-28 00:00:00,75.0,Steve,Campbell,steve.campbell@example.com,2021-03-13 00:00:00,5000.0
20,20,Internet Plan,2022-01-18 00:00:00,55.0,Tina,Martin,tina.martin@example.com,2017-12-21,4800.0
20,20,Internet Plan,2022-01-18 00:00:00,55.0,George,White,george.white@example.com,2021-08-18,4200.0
20,20,Internet Plan,2022-01-18 00:00:00,55.0,Tina,Parker,tina.parker@example.com,2017-12-21 00:00:00,4800.0
21,21,Phone Plan,2021-10-10 00:00:00,45.0,Uma,Lee,uma.lee@example.com,2018-09-15,4700.0
21,21,Phone Plan,2021-10-10 00:00:00,45.0,Barbara,Harris,barbara.harris@example.com,2020-05-10,4000.0
21,21,Phone Plan,2021-10-10 00:00:00,45.0,Uma,Evans,uma.evans@example.com,2018-10-17 00:00:00,4700.0
22,22,TV Plan,2021-09-30 00:00:00,65.0,Victor,Perez,victor.perez@example.com,2019-07-28,5100.0
22,22,TV Plan,2021-09-30 00:00:00,65.0,Daniel,Sanchez,daniel.sanchez@example.com,2019-06-16,3900.0
22,22,TV Plan,2021-09-30 00:00:00,65.0,Victor,Edwards,victor.edwards@example.com,2019-07-29 00:00:00,5100.0
23,23,Internet Plan,2021-12-20 00:00:00,55.0,Wendy,Thompson,wendy.thompson@example.com,2020-11-04,5300.0
23,23,Internet Plan,2021-12-20 00:00:00,55.0,Sandra,Clark,sandra.clark@example.com,2018-11-09,4100.0
23,23,Internet Plan,2021-12-20 00:00:00,55.0,Wendy,Collins,wendy.collins@example.com,2020-12-15 00:00:00,5300.0
24,24,Phone Plan,2022-01-25 00:00:00,35.0,Xander,White,xander.white@example.com,2017-02-11,4500.0
24,24,Phone Plan,2022-01-25 00:00:00,35.0,Matthew,Ramirez,matthew.ramirez@example.com,2021-02-22,3700.0
24,24,Phone Plan,2022-01-25 00:00:00,35.0,Xavier,Stewart,xavier.stewart@example.com,2017-02-18 00:00:00,4600.0
25,25,TV Plan,2021-08-14 00:00:00,75.0,Yvonne,Harris,yvonne.harris@example.com,2018-08-30,4700.0
25,25,TV Plan,2021-08-14 00:00:00,75.0,Ashley,Lewis,ashley.lewis@example.com,2020-08-13,4300.0
25,25,TV Plan,2021-08-14 00:00:00,75.0,Yara,Sanchez,yara.sanchez@example.com,2018-08-28 00:00:00,4800.0
26,26,Internet Plan,2022-02-02 00:00:00,55.0,Zach,Sanchez,zach.sanchez@example.com,2019-01-18,4900.0
26,26,Internet Plan,2022-02-02 00:00:00,55.0,Mark,Robinson,mark.robinson@example.com,2019-03-26,4500.0
26,26,Internet Plan,2022-02-02 00:00:00,55.0,Zane,Morris,zane.morris@example.com,2019-01-15 00:00:00,4900.0
27,27,Phone Plan,2021-06-17 00:00:00,45.0,Alan,Clark,alan.clark@example.com,2020-04-09,5000.0
27,27,Phone Plan,2021-06-17 00:00:00,45.0,Linda,Walker,linda.walker@example.com,2018-07-15,4000.0
27,27,Phone Plan,2021-06-17 00:00:00,45.0,Alex,Rogers,alex.rogers@example.com,2020-04-08 00:00:00,5000.0
28,28,TV Plan,2021-09-15 00:00:00,65.0,Bella,Ramirez,bella.ramirez@example.com,2017-06-25,4800.0
28,28,TV Plan,2021-09-15 00:00:00,65.0,Steven,Young,steven.young@example.com,2022-01-27,3900.0
28,28,TV Plan,2021-09-15 00:00:00,65.0,Bella,Reed,bella.reed@example.com,2017-06-20 00:00:00,4800.0
29,29,Internet Plan,2021-10-29 00:00:00,55.0,Carter,Lewis,carter.lewis@example.com,2018-12-10,4700.0
29,29,Internet Plan,2021-10-29 00:00:00,55.0,Donna,Allen,donna.allen@example.com,2021-06-07,4200.0
29,29,Internet Plan,2021-10-29 00:00:00,55.0,Carter,Cook,carter.cook@example.com,2018-12-05 00:00:00,4700.0
30,30,Phone Plan,2022-01-05 00:00:00,35.0,Daisy,Robinson,daisy.robinson@example.com,2019-03-19,5100.0
30,30,Phone Plan,2022-01-05 00:00:00,35.0,Carol,King,carol.king@example.com,2020-02-28,4100.0
30,30,Phone Plan,2022-01-05 00:00:00,35.0,Daisy,Morgan,daisy.morgan@example.com,2019-03-22 00:00:00,5100.0
31,31,TV Plan,2021-11-11 00:00:00,75.0,Ethan,Walker,ethan.walker@example.com,2020-09-14,5300.0
31,31,TV Plan,2021-11-11 00:00:00,75.0,George,Wright,george.wright@example.com,2019-10-05,3500.0
31,31,TV Plan,2021-11-11 00:00:00,75.0,Evan,Bell,evan.bell@example.com,2020-09-12 00:00:00,5300.0
32,32,Internet Plan,2022-02-18 00:00:00,55.0,Faith,Young,faith.young@example.com,2017-07-20,4500.0
32,32,Internet Plan,2022-02-18 00:00:00,55.0,Helen,Scott,helen.scott@example.com,2018-08-19,4400.0
32,32,Internet Plan,2022-02-18 00:00:00,55.0,Fiona,Murphy,fiona.murphy@example.com,2017-07-21 00:00:00,4600.0
33,33,Phone Plan,2021-07-22 00:00:00,45.0,Grant,Allen,grant.allen@example.com,2018-02-05,4700.0
33,33,Phone Plan,2021-07-22 00:00:00,45.0,Kenneth,Green,kenneth.green@example.com,2021-01-12,4600.0
33,33,Phone Plan,2021-07-22 00:00:00,45.0,George,Bailey,george.bailey@example.com,2018-02-25 00:00:00,4800.0
34,34,TV Plan,2021-08-31 00:00:00,65.0,Holly,King,holly.king@example.com,2019-05-30,4900.0
34,34,TV Plan,2021-08-31 00:00:00,65.0,Emily,Baker,emily.baker@example.com,2020-11-20,4200.0
34,34,TV Plan,2021-08-31 00:00:00,65.0,Hannah,Rivera,hannah.rivera@example.com,2019-06-12 00:00:00,4900.0
35,35,Internet Plan,2021-12-09 00:00:00,55.0,Ian,Scott,ian.scott@example.com,2021-04-22,5000.0
35,35,Internet Plan,2021-12-09 00:00:00,55.0,Joshua,Adams,joshua.adams@example.com,2019-05-04,4000.0
35,35,Internet Plan,2021-12-09 00:00:00,55.0,Ian,Cooper,ian.cooper@example.com,2021-04-15 00:00:00,5000.0
36,36,Phone Plan,2022-01-20 00:00:00,35.0,Jenna,Green,jenna.green@example.com,2017-10-03,4800.0
36,36,Phone Plan,2022-01-20 00:00:00,35.0,Laura,Nelson,laura.nelson@example.com,2018-12-23,3700.0
36,36,Phone Plan,2022-01-20 00:00:00,35.0,Julia,Richardson,julia.richardson@example.com,2017-10-08 00:00:00,4800.0
37,37,TV Plan,2021-09-03 00:00:00,75.0,Kyle,Baker,kyle.baker@example.com,2018-06-29,4700.0
37,37,TV Plan,2021-09-03 00:00:00,75.0,Kevin,Hill,kevin.hill@example.com,2021-07-26,4300.0
37,37,TV Plan,2021-09-03 00:00:00,75.0,Kevin,Cox,kevin.cox@example.com,2018-11-14 00:00:00,4700.0
38,38,Internet Plan,2021-10-12 00:00:00,55.0,Liam,Adams,liam.adams@example.com,2019-12-18,5100.0
38,38,Internet Plan,2021-10-12 00:00:00,55.0,Amy,Ramirez,amy.ramirez@example.com,2020-04-11,4500.0
38,38,Internet Plan,2021-10-12 00:00:00,55.0,Laura,Howard,laura.howard@example.com,2019-03-20 00:00:00,5100.0
39,39,Phone Plan,2022-01-07 00:00:00,45.0,Megan,Nelson,megan.nelson@example.com,2020-08-11,5300.0
39,39,Phone Plan,2022-01-07 00:00:00,45.0,Brian,Campbell,brian.campbell@example.com,2019-09-02,3900.0
39,39,Phone Plan,2022-01-07 00:00:00,45.0,Mike,Ward,mike.ward@example.com,2020-07-24 00:00:00,5300.0
40,40,TV Plan,2021-11-24 00:00:00,65.0,Nathan,Carter,nathan.carter@example.com,2017-11-27,4500.0
40,40,TV Plan,2021-11-24 00:00:00,65.0,Angela,Mitchell,angela.mitchell@example.com,2018-06-14,4200.0
40,40,TV Plan,2021-11-24 00:00:00,65.0,Nina,Torres,nina.torres@example.com,2021-01-28 00:00:00,4600.0
41,41,Internet Plan,2021-07-25 00:00:00,55.0,Olivia,Mitchell,olivia.mitchell@example.com,2018-04-21,4700.0
41,41,Internet Plan,2021-07-25 00:00:00,55.0,Edward,Roberts,edward.roberts@example.com,2021-03-19,4100.0
41,41,Internet Plan,2021-07-25 00:00:00,55.0,Oscar,Peterson,oscar.peterson@example.com,2017-11-20 00:00:00,4800.0
42,42,Phone Plan,2022-02-15 00:00:00,35.0,Peter,Roberts,peter.roberts@example.com,2019-10-02,4900.0
42,42,Phone Plan,2022-02-15 00:00:00,35.0,Rebecca,Carter,rebecca.carter@example.com,2020-01-25,3500.0
42,42,Phone Plan,2022-02-15 00:00:00,35.0,Paula,Gray,paula.gray@example.com,2018-06-15 00:00:00,4900.0
43,43,TV Plan,2021-06-09 00:00:00,75.0,Quinn,Phillips,quinn.phillips@example.com,2021-01-17,5000.0
43,43,TV Plan,2021-06-09 00:00:00,75.0,Michelle,Phillips,michelle.phillips@example.com,2019-07-28,4400.0
43,43,TV Plan,2021-06-09 00:00:00,75.0,Quincy,Ramirez,quincy.ramirez@example.com,2019-09-22 00:00:00,5000.0
44,44,Internet Plan,2021-12-12 00:00:00,55.0,Rachel,Evans,rachel.evans@example.com,2017-05-29,4800.0
44,44,Internet Plan,2021-12-12 00:00:00,55.0,Jason,Parker,jason.parker@example.com,2018-03-11,4600.0
44,44,Internet Plan,2021-12-12 00:00:00,55.0,Rachel,James,rachel.james@example.com,2020-03-11 00:00:00,4800.0
45,45,Phone Plan,2022-01-18 00:00:00,45.0,Sean,Edwards,sean.edwards@example.com,2018-03-24,4700.0
45,45,Phone Plan,2022-01-18 00:00:00,45.0,Gary,Evans,gary.evans@example.com,2021-02-14,4200.0
45,45,Phone Plan,2022-01-18 00:00:00,45.0,Sam,Watson,sam.watson@example.com,2021-07-19 00:00:00,4700.0
46,46,TV Plan,2021-08-25 00:00:00,65.0,Tara,Collins,tara.collins@example.com,2019-07-22,5100.0
46,46,TV Plan,2021-08-25 00:00:00,65.0,Helen,Edwards,helen.edwards@example.com,2020-05-27,4000.0
46,46,TV Plan,2021-08-25 00:00:00,65.0,Tina,Brooks,tina.brooks@example.com,2017-04-17 00:00:00,5100.0
47,47,Internet Plan,2022-01-13 00:00:00,55.0,Uriel,Stewart,uriel.stewart@example.com,2020-02-28,5300.0
47,47,Internet Plan,2022-01-13 00:00:00,55.0,Scott,Collins,scott.collins@example.com,2019-12-04,3700.0
47,47,Internet Plan,2022-01-13 00:00:00,55.0,Uma,Kelly,uma.kelly@example.com,2018-05-19 00:00:00,5300.0
48,48,Phone Plan,2021-10-01 00:00:00,35.0,Vera,Sanchez,vera.sanchez@example.com,2017-08-19,4500.0
48,48,Phone Plan,2021-10-01 00:00:00,35.0,Sharon,Stewart,sharon.stewart@example.com,2018-09-25,4300.0
48,48,Phone Plan,2021-10-01 00:00:00,35.0,Victor,Sanders,victor.sanders@example.com,2019-08-21 00:00:00,4600.0
49,49,TV Plan,2021-09-19 00:00:00,75.0,Wyatt,Morris,wyatt.morris@example.com,2018-01-13,4700.0
49,49,TV Plan,2021-09-19 00:00:00,75.0,Eric,Sanchez,eric.sanchez@example.com,2021-06-30,4500.0
49,49,TV Plan,2021-09-19 00:00:00,75.0,Wendy,Price,wendy.price@example.com,2020-12-19 00:00:00,4800.0
50,50,Internet Plan,2022-02-10 00:00:00,55.0,Zoe,Rogers,zoe.rogers@example.com,2019-11-11,4900.0
50,50,Internet Plan,2022-02-10 00:00:00,55.0,Nancy,Morris,nancy.morris@example.com,2020-03-09,3900.0
50,50,Internet Plan,2022-02-10 00:00:00,55.0,Xander,Bennett,xander.bennett@example.com,2021-02-05 00:00:00,4900.0
